/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_32_116.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_32_116.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_32_116.jpg, 0, 0, 0, 7.817004E-05
/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_32_221.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_32_221.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_32_221.jpg, 0, 0, 0, 8.100856E-05
/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_32_333.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_32_333.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_32_333.jpg, 0, 0, 0, 7.962152E-05
/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_32_435.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_32_435.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_32_435.jpg, 0, 0, 0, 7.827786E-05
/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_32_552.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_32_552.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_32_552.jpg, 0, 0, 0, 7.812358E-05
/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_32_661.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_32_661.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_32_661.jpg, 0, 0, 0, 7.787471E-05
/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_32_810.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_32_810.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_32_810.jpg, 0, 0, 0, 7.813097E-05
/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_32_917.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_32_917.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_32_917.jpg, 0, 0, 0, 7.857347E-05
/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_33_030.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_33_030.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_33_030.jpg, 0, 0, 0, 7.848717E-05
/Users/torresrl/Desktop/udacity_sim_data/IMG/center_2019_10_02_12_40_33_131.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/left_2019_10_02_12_40_33_131.jpg, /Users/torresrl/Desktop/udacity_sim_data/IMG/right_2019_10_02_12_40_33_131.jpg, 0, 0, 0, 7.818466E-05
